animal_a,animal_b,n_shared_ids,modality,condition,similarity
2022-06-14-13,2022-07-15-06,56,Multimodal,Aligned,0.6266336664946272
2022-06-14-13,2022-07-15-12,68,Geometry,Aligned,0.9092664302588969
2022-06-14-13,2022-07-15-12,68,Activity,Aligned,0.5272396562007325
2022-06-14-13,2022-07-15-12,68,Multimodal,Aligned,0.733410232470986
2022-06-14-13,2022-07-26-01,55,Geometry,Aligned,0.9526744967608248
2022-06-14-13,2022-07-26-01,55,Activity,Aligned,0.6835302066498147
2022-06-14-13,2022-07-26-01,55,Multimodal,Aligned,0.8071323468680253
2022-06-14-13,2022-08-02-01,84,Geometry,Aligned,0.207859697340438
2022-06-14-13,2022-08-02-01,84,Activity,Aligned,0.5688419706303428
2022-06-14-13,2022-08-02-01,84,Multimodal,Aligned,0.42169349902610836
2022-06-14-13,2023-01-05-01,66,Geometry,Aligned,0.9239195823944704
2022-06-14-13,2023-01-05-01,66,Activity,Aligned,0.48439045688961246
2022-06-14-13,2023-01-05-01,66,Multimodal,Aligned,0.7251847765672954
2022-06-14-13,2023-01-05-18,68,Geometry,Aligned,0.9450338707071211
2022-06-14-13,2023-01-05-18,68,Activity,Aligned,0.48672373026832194
2022-06-14-13,2023-01-05-18,68,Multimodal,Aligned,0.7068032512302677
2022-06-14-13,2023-01-06-01,58,Geometry,Aligned,0.8841604610145487
2022-06-14-13,2023-01-06-01,58,Activity,Aligned,0.42458556045742557
2022-06-14-13,2023-01-06-01,58,Multimodal,Aligned,0.6635337929507706
2022-06-14-13,2023-01-06-08,69,Geometry,Aligned,0.9356458930884622
2022-06-14-13,2023-01-06-08,69,Activity,Aligned,0.3079584850389645
2022-06-14-13,2023-01-06-08,69,Multimodal,Aligned,0.6685077947822518
2022-06-14-13,2023-01-09-08,44,Geometry,Aligned,0.7707338503223428
2022-06-14-13,2023-01-09-08,44,Activity,Aligned,0.47583765471166933
2022-06-14-13,2023-01-09-08,44,Multimodal,Aligned,0.6191174325959636
2022-06-14-13,2023-01-09-15,77,Geometry,Aligned,0.952084686324171
2022-06-14-13,2023-01-09-15,77,Activity,Aligned,0.37465010411430333
2022-06-14-13,2023-01-09-15,77,Multimodal,Aligned,0.6904311225151963
2022-06-14-13,2023-01-09-22,74,Geometry,Aligned,0.9256542800117665
2022-06-14-13,2023-01-09-22,74,Activity,Aligned,0.44309865026107126
2022-06-14-13,2023-01-09-22,74,Multimodal,Aligned,0.7175746737378107
2022-06-14-13,2023-01-09-28,68,Geometry,Aligned,0.8748889888811796
2022-06-14-13,2023-01-09-28,68,Activity,Aligned,0.5761011136206857
2022-06-14-13,2023-01-09-28,68,Multimodal,Aligned,0.736197502940971
2022-06-14-13,2023-01-13-07,63,Geometry,Aligned,0.9460194682285576
2022-06-14-13,2023-01-13-07,63,Activity,Aligned,0.33920381280112427
2022-06-14-13,2023-01-13-07,63,Multimodal,Aligned,0.6820237229711202
2022-06-14-13,2023-01-16-01,71,Geometry,Aligned,0.9036222713700628
2022-06-14-13,2023-01-16-01,71,Activity,Aligned,0.39857311052153355
2022-06-14-13,2023-01-16-01,71,Multimodal,Aligned,0.6662226789078319
2022-06-14-13,2023-01-16-08,71,Geometry,Aligned,0.9184188238381177
2022-06-14-13,2023-01-16-08,71,Activity,Aligned,0.40419395374356853
2022-06-14-13,2023-01-16-08,71,Multimodal,Aligned,0.6756820564212488
2022-06-14-13,2023-01-16-15,73,Geometry,Aligned,0.8903633508159422
2022-06-14-13,2023-01-16-15,73,Activity,Aligned,0.4019449038678915
2022-06-14-13,2023-01-16-15,73,Multimodal,Aligned,0.6468599473206131
2022-06-14-13,2023-01-16-22,66,Geometry,Aligned,0.9175728129066673
2022-06-14-13,2023-01-16-22,66,Activity,Aligned,0.3046466003438489
2022-06-14-13,2023-01-16-22,66,Multimodal,Aligned,0.6148126334772602
2022-06-14-13,2023-01-19-08,69,Geometry,Aligned,0.9047682025476105
2022-06-14-13,2023-01-19-08,69,Activity,Aligned,0.31273214743001265
2022-06-14-13,2023-01-19-08,69,Multimodal,Aligned,0.6393531786158898
2022-06-14-13,2023-01-19-15,44,Geometry,Aligned,0.8557258172822347
2022-06-14-13,2023-01-19-15,44,Activity,Aligned,0.3826117588441856
2022-06-14-13,2023-01-19-15,44,Multimodal,Aligned,0.6172736167027445
2022-06-14-13,2023-01-19-22,76,Geometry,Aligned,0.9098974123649454
2022-06-14-13,2023-01-19-22,76,Activity,Aligned,0.3518301778946324
2022-06-14-13,2023-01-19-22,76,Multimodal,Aligned,0.660073403346352
2022-06-14-13,2023-01-23-01,68,Geometry,Aligned,0.9005082765095657
2022-06-14-13,2023-01-23-01,68,Activity,Aligned,0.39518964647739663
2022-06-14-13,2023-01-23-01,68,Multimodal,Aligned,0.6652617448457203
2022-06-14-13,2023-01-23-08,67,Geometry,Aligned,0.9228798032809026
2022-06-14-13,2023-01-23-08,67,Activity,Aligned,0.3472558634211439
2022-06-14-13,2023-01-23-08,67,Multimodal,Aligned,0.6480507920485261
2022-06-14-13,2023-01-23-15,80,Geometry,Aligned,0.9249168586124888
2022-06-14-13,2023-01-23-15,80,Activity,Aligned,0.565783028806275
2022-06-14-13,2023-01-23-15,80,Multimodal,Aligned,0.7532307886175738
2022-06-14-13,2023-01-23-21,77,Geometry,Aligned,0.9634668749168683
2022-06-14-13,2023-01-23-21,77,Activity,Aligned,0.5179871624391871
2022-06-14-13,2023-01-23-21,77,Multimodal,Aligned,0.7479454927337176
2022-06-14-13,2022-06-28-01,62,Geometry,Aligned,0.09322093582644937
2022-06-14-13,2022-06-28-01,62,Activity,Aligned,0.6488491972737721
2022-06-14-13,2022-06-28-01,62,Multimodal,Aligned,0.3994964701834044
2022-06-14-13,2022-06-28-07,66,Geometry,Aligned,0.9041766309352475
2022-06-14-13,2022-06-28-07,66,Activity,Aligned,0.457397988945481
2022-06-14-13,2022-06-28-07,66,Multimodal,Aligned,0.6817869129706368
2022-06-14-13,2023-01-17-01,73,Geometry,Aligned,0.9416762692638377
2022-06-14-13,2023-01-17-01,73,Activity,Aligned,0.5719566977883517
2022-06-14-13,2023-01-17-01,73,Multimodal,Aligned,0.7604987787442604
2022-06-14-13,2023-01-17-07,70,Geometry,Aligned,0.9554818796119738
2022-06-14-13,2023-01-17-07,70,Activity,Aligned,0.5216501542152573
2022-06-14-13,2023-01-17-07,70,Multimodal,Aligned,0.7700099271586602
2022-06-14-13,2023-01-17-14,75,Geometry,Aligned,0.9262395039791086
2022-06-14-13,2023-01-17-14,75,Activity,Aligned,0.414991371500953
2022-06-14-13,2023-01-17-14,75,Multimodal,Aligned,0.6498417197307466
2022-06-14-13,2023-01-18-01,65,Geometry,Aligned,0.961349736568139
2022-06-14-13,2023-01-18-01,65,Activity,Aligned,0.46878236600848666
2022-06-14-13,2023-01-18-01,65,Multimodal,Aligned,0.7325104614809375
2022-07-15-06,2022-07-15-12,56,Geometry,Aligned,0.8355812709051743
2022-07-15-06,2022-07-15-12,56,Activity,Aligned,0.37428668876558663
2022-07-15-06,2022-07-15-12,56,Multimodal,Aligned,0.5905682120819291
2022-07-15-06,2022-07-26-01,46,Geometry,Aligned,0.8813172209338724
2022-07-15-06,2022-07-26-01,46,Activity,Aligned,0.4260113787758405
2022-07-15-06,2022-07-26-01,46,Multimodal,Aligned,0.6538025650152915
2022-07-15-06,2022-08-02-01,59,Geometry,Aligned,0.9246562769851133
2022-07-15-06,2022-08-02-01,59,Activity,Aligned,0.34593994769225905
2022-07-15-06,2022-08-02-01,59,Multimodal,Aligned,0.40107978456399007
2022-07-15-06,2023-01-05-01,53,Geometry,Aligned,0.8652234673453563
2022-07-15-06,2023-01-05-01,53,Activity,Aligned,0.3143313135211711
2022-07-15-06,2023-01-05-01,53,Multimodal,Aligned,0.6144503227576772
2022-07-15-06,2023-01-05-18,52,Geometry,Aligned,0.9260791160006353
2022-07-15-06,2023-01-05-18,52,Activity,Aligned,0.49965270503135667
2022-07-15-06,2023-01-05-18,52,Multimodal,Aligned,0.7188392822541604
2022-07-15-06,2023-01-06-01,50,Geometry,Aligned,0.8587989353401903
2022-07-15-06,2023-01-06-01,50,Activity,Aligned,0.41404502782321173
2022-07-15-06,2023-01-06-01,50,Multimodal,Aligned,0.6198654509400421
2022-07-15-06,2023-01-06-08,49,Geometry,Aligned,0.9393923045680022
2022-07-15-06,2023-01-06-08,49,Activity,Aligned,0.3706539269288113
2022-07-15-06,2023-01-06-08,49,Multimodal,Aligned,0.6952648615180254
2022-07-15-06,2023-01-09-08,31,Geometry,Aligned,0.912307860342714
2022-07-15-06,2023-01-09-08,31,Activity,Aligned,0.44223506073145313
2022-07-15-06,2023-01-09-08,31,Multimodal,Aligned,0.6514106241044773
2022-07-15-06,2023-01-09-15,57,Geometry,Aligned,0.9089480908742599
2022-07-15-06,2023-01-09-15,57,Activity,Aligned,0.2604748988379841
2022-07-15-06,2023-01-09-15,57,Multimodal,Aligned,0.6499296023407388
2022-07-15-06,2023-01-09-22,55,Geometry,Aligned,0.9065588380609653
2022-07-15-06,2023-01-09-22,55,Activity,Aligned,0.2732416380033506
2022-07-15-06,2023-01-09-22,55,Multimodal,Aligned,0.5884953399000655
2022-07-15-06,2023-01-09-28,53,Geometry,Aligned,0.9259881018053551
2022-07-15-06,2023-01-09-28,53,Activity,Aligned,0.42880172068954603
2022-07-15-06,2023-01-09-28,53,Multimodal,Aligned,0.68019043159584
2022-07-15-06,2023-01-13-07,43,Geometry,Aligned,0.9190771152654591
2022-07-15-06,2023-01-13-07,43,Activity,Aligned,0.27612318595714824
2022-07-15-06,2023-01-13-07,43,Multimodal,Aligned,0.648841189172189
2022-07-15-06,2023-01-16-01,50,Geometry,Aligned,0.875019501512906
2022-07-15-06,2023-01-16-01,50,Activity,Aligned,0.33171263101047005
2022-07-15-06,2023-01-16-01,50,Multimodal,Aligned,0.6426781240679916
2022-07-15-06,2023-01-16-08,49,Geometry,Aligned,0.9181006595445478
2022-07-15-06,2023-01-16-08,49,Activity,Aligned,0.31451558454213113
2022-07-15-06,2023-01-16-08,49,Multimodal,Aligned,0.6593685163396925
2022-07-15-06,2023-01-16-15,49,Geometry,Aligned,0.8843465089168491
2022-07-15-06,2023-01-16-15,49,Activity,Aligned,0.26927942414908473
2022-07-15-06,2023-01-16-15,49,Multimodal,Aligned,0.5732494530217245
2022-07-15-06,2023-01-16-22,50,Geometry,Aligned,0.8817950140320279
2022-07-15-06,2023-01-16-22,50,Activity,Aligned,0.17403616423601917
2022-07-15-06,2023-01-16-22,50,Multimodal,Aligned,0.5248192798018542
2022-07-15-06,2023-01-19-08,52,Geometry,Aligned,0.8835360227346838
2022-07-15-06,2023-01-19-08,52,Activity,Aligned,0.34091068966205507
2022-07-15-06,2023-01-19-08,52,Multimodal,Aligned,0.6309528965955631
2022-07-15-06,2023-01-19-15,33,Geometry,Aligned,0.865601599917527
2022-07-15-06,2023-01-19-15,33,Activity,Aligned,0.3394710618406334
2022-07-15-06,2023-01-19-15,33,Multimodal,Aligned,0.635400534436323
2022-07-15-06,2023-01-19-22,55,Geometry,Aligned,0.9138179573986472
2022-07-15-06,2023-01-19-22,55,Activity,Aligned,0.3565741079964933
2022-07-15-06,2023-01-19-22,55,Multimodal,Aligned,0.6378325804744212
2022-07-15-06,2023-01-23-01,51,Geometry,Aligned,0.8570105983358861
2022-07-15-06,2023-01-23-01,51,Activity,Aligned,0.3400674575231644
2022-07-15-06,2023-01-23-01,51,Multimodal,Aligned,0.6272943760463149
2022-07-15-06,2023-01-23-08,49,Geometry,Aligned,0.8629992441751935
2022-07-15-06,2023-01-23-08,49,Activity,Aligned,0.2825203124850759
2022-07-15-06,2023-01-23-08,49,Multimodal,Aligned,0.56838727710089
2022-07-15-06,2023-01-23-15,57,Geometry,Aligned,0.9124893383103978
2022-07-15-06,2023-01-23-15,57,Activity,Aligned,0.358624547478602
2022-07-15-06,2023-01-23-15,57,Multimodal,Aligned,0.6528931507960987
2022-07-15-06,2023-01-23-21,56,Geometry,Aligned,0.8781316548316209
2022-07-15-06,2023-01-23-21,56,Activity,Aligned,0.33013118030207683
2022-07-15-06,2023-01-23-21,56,Multimodal,Aligned,0.5892870892353398
2022-07-15-06,2022-06-28-01,50,Geometry,Aligned,0.9176684466954499
2022-07-15-06,2022-06-28-01,50,Activity,Aligned,0.33828945669746147
2022-07-15-06,2022-06-28-01,50,Multimodal,Aligned,0.4667203046146639
2022-07-15-06,2022-06-28-07,49,Geometry,Aligned,0.932703624891754
2022-07-15-06,2022-06-28-07,49,Activity,Aligned,0.4071034866610293
2022-07-15-06,2022-06-28-07,49,Multimodal,Aligned,0.6633816568894976
2022-07-15-06,2023-01-17-01,56,Geometry,Aligned,0.870409444313821
2022-07-15-06,2023-01-17-01,56,Activity,Aligned,0.3453351911765932
2022-07-15-06,2023-01-17-01,56,Multimodal,Aligned,0.6269583805640442
2022-07-15-06,2023-01-17-07,51,Geometry,Aligned,0.9144152418134089
2022-07-15-06,2023-01-17-07,51,Activity,Aligned,0.38504968773379744
2022-07-15-06,2023-01-17-07,51,Multimodal,Aligned,0.6892985308184624
2022-07-15-06,2023-01-17-14,59,Geometry,Aligned,0.8874024922112945
2022-07-15-06,2023-01-17-14,59,Activity,Aligned,0.30100327261705634
2022-07-15-06,2023-01-17-14,59,Multimodal,Aligned,0.5649828351314764
2022-07-15-06,2023-01-18-01,50,Geometry,Aligned,0.8849521930061406
2022-07-15-06,2023-01-18-01,50,Activity,Aligned,0.3141191005978722
2022-07-15-06,2023-01-18-01,50,Multimodal,Aligned,0.6235325843881269
2022-07-15-12,2022-07-26-01,55,Geometry,Aligned,0.9433357023055876
2022-07-15-12,2022-07-26-01,55,Activity,Aligned,0.536927062309263
2022-07-15-12,2022-07-26-01,55,Multimodal,Aligned,0.7270524289748224
2022-07-15-12,2022-08-02-01,78,Geometry,Aligned,0.3083292339433208
2022-07-15-12,2022-08-02-01,78,Activity,Aligned,0.5469293868605299
2022-07-15-12,2022-08-02-01,78,Multimodal,Aligned,0.4438579205410318
2022-07-15-12,2023-01-05-01,61,Geometry,Aligned,0.9152927227526817
2022-07-15-12,2023-01-05-01,61,Activity,Aligned,0.4772811208983626
2022-07-15-12,2023-01-05-01,61,Multimodal,Aligned,0.710302908289022
2022-07-15-12,2023-01-05-18,63,Geometry,Aligned,0.9246432595656926
2022-07-15-12,2023-01-05-18,63,Activity,Aligned,0.6218045703574567
2022-07-15-12,2023-01-05-18,63,Multimodal,Aligned,0.7711263349715685
2022-07-15-12,2023-01-06-01,62,Geometry,Aligned,0.9097863336260212
2022-07-15-12,2023-01-06-01,62,Activity,Aligned,0.5069472759359579
2022-07-15-12,2023-01-06-01,62,Multimodal,Aligned,0.7111159243481517
2022-07-15-12,2023-01-06-08,64,Geometry,Aligned,0.9305738039759612
2022-07-15-12,2023-01-06-08,64,Activity,Aligned,0.3208542189565955
2022-07-15-12,2023-01-06-08,64,Multimodal,Aligned,0.6501449670765672
2022-07-15-12,2023-01-09-08,42,Geometry,Aligned,0.8534962509523444
2022-07-15-12,2023-01-09-08,42,Activity,Aligned,0.3828441522569925
2022-07-15-12,2023-01-09-08,42,Multimodal,Aligned,0.5940092039703919
2022-07-15-12,2023-01-09-15,66,Geometry,Aligned,0.9655614878042561
2022-07-15-12,2023-01-09-15,66,Activity,Aligned,0.44898368706375325
2022-07-15-12,2023-01-09-15,66,Multimodal,Aligned,0.7275489108278546
2022-07-15-12,2023-01-09-22,68,Geometry,Aligned,0.926967426378301
2022-07-15-12,2023-01-09-22,68,Activity,Aligned,0.5399816051279465
2022-07-15-12,2023-01-09-22,68,Multimodal,Aligned,0.7371160632169548
2022-07-15-12,2023-01-09-28,63,Geometry,Aligned,0.8812358971135664
2022-07-15-12,2023-01-09-28,63,Activity,Aligned,0.5296945285909621
2022-07-15-12,2023-01-09-28,63,Multimodal,Aligned,0.7022121979865937
2022-07-15-12,2023-01-13-07,58,Geometry,Aligned,0.9486224151170934
2022-07-15-12,2023-01-13-07,58,Activity,Aligned,0.44713900003661233
2022-07-15-12,2023-01-13-07,58,Multimodal,Aligned,0.6994194492717764
2022-07-15-12,2023-01-16-01,62,Geometry,Aligned,0.9196844500844115
2022-07-15-12,2023-01-16-01,62,Activity,Aligned,0.4355925520990851
2022-07-15-12,2023-01-16-01,62,Multimodal,Aligned,0.681191564839035
2022-07-15-12,2023-01-16-08,67,Geometry,Aligned,0.8174072079670953
2022-07-15-12,2023-01-16-08,67,Activity,Aligned,0.4269649269320815
2022-07-15-12,2023-01-16-08,67,Multimodal,Aligned,0.6310232293286989
2022-07-15-12,2023-01-16-15,66,Geometry,Aligned,0.8958580988268883
2022-07-15-12,2023-01-16-15,66,Activity,Aligned,0.3883438610279688
2022-07-15-12,2023-01-16-15,66,Multimodal,Aligned,0.6325278578063854
2022-07-15-12,2023-01-16-22,62,Geometry,Aligned,0.5678136592238476
2022-07-15-12,2023-01-16-22,62,Activity,Aligned,0.45638332394713005
2022-07-15-12,2023-01-16-22,62,Multimodal,Aligned,0.5563568535097894
2022-07-15-12,2023-01-19-08,62,Geometry,Aligned,0.9251451857219575
2022-07-15-12,2023-01-19-08,62,Activity,Aligned,0.23791826060019944
2022-07-15-12,2023-01-19-08,62,Multimodal,Aligned,0.593514546566475
2022-07-15-12,2023-01-19-15,37,Geometry,Aligned,0.8140762462873404
2022-07-15-12,2023-01-19-15,37,Activity,Aligned,0.46077348223060355
2022-07-15-12,2023-01-19-15,37,Multimodal,Aligned,0.6485906412452972
2022-07-15-12,2023-01-19-22,67,Geometry,Aligned,0.9282798322710631
2022-07-15-12,2023-01-19-22,67,Activity,Aligned,0.44767260189447083
2022-07-15-12,2023-01-19-22,67,Multimodal,Aligned,0.706596082518594
2022-07-15-12,2023-01-23-01,62,Geometry,Aligned,0.9101108410287754
2022-07-15-12,2023-01-23-01,62,Activity,Aligned,0.48574334879504016
2022-07-15-12,2023-01-23-01,62,Multimodal,Aligned,0.7037056017261137
2022-07-15-12,2023-01-23-08,59,Geometry,Aligned,0.899376950520909
2022-07-15-12,2023-01-23-08,59,Activity,Aligned,0.30220923431236
2022-07-15-12,2023-01-23-08,59,Multimodal,Aligned,0.6277172563607629
2022-07-15-12,2023-01-23-15,70,Geometry,Aligned,0.9533191173030672
2022-07-15-12,2023-01-23-15,70,Activity,Aligned,0.395684861418199
2022-07-15-12,2023-01-23-15,70,Multimodal,Aligned,0.7150846491426559
2022-07-15-12,2023-01-23-21,66,Geometry,Aligned,0.9568207112741981
2022-07-15-12,2023-01-23-21,66,Activity,Aligned,0.568301130701187
2022-07-15-12,2023-01-23-21,66,Multimodal,Aligned,0.7792365255539621
2022-07-15-12,2022-06-28-01,63,Geometry,Aligned,0.14474060490718366
2022-07-15-12,2022-06-28-01,63,Activity,Aligned,0.4817988332512236
2022-07-15-12,2022-06-28-01,63,Multimodal,Aligned,0.39038888013155815
2022-07-15-12,2022-06-28-07,65,Geometry,Aligned,0.8264949259840157
2022-07-15-12,2022-06-28-07,65,Activity,Aligned,0.3969109670233852
2022-07-15-12,2022-06-28-07,65,Multimodal,Aligned,0.636565454253894
2022-07-15-12,2023-01-17-01,68,Geometry,Aligned,0.9167246500086129
2022-07-15-12,2023-01-17-01,68,Activity,Aligned,0.4341195974772501
2022-07-15-12,2023-01-17-01,68,Multimodal,Aligned,0.6855230657100664
2022-07-15-12,2023-01-17-07,63,Geometry,Aligned,0.9530832065569728
2022-07-15-12,2023-01-17-07,63,Activity,Aligned,0.3753942373107102
2022-07-15-12,2023-01-17-07,63,Multimodal,Aligned,0.6954979388396413
2022-07-15-12,2023-01-17-14,72,Geometry,Aligned,0.8672556454847754
2022-07-15-12,2023-01-17-14,72,Activity,Aligned,0.5125427597422489
2022-07-15-12,2023-01-17-14,72,Multimodal,Aligned,0.6818867384649095
2022-07-15-12,2023-01-18-01,62,Geometry,Aligned,0.8904336208570045
2022-07-15-12,2023-01-18-01,62,Activity,Aligned,0.4157086486524292
2022-07-15-12,2023-01-18-01,62,Multimodal,Aligned,0.6774726887134355
2022-07-26-01,2022-08-02-01,61,Geometry,Aligned,0.9272321923100654
2022-07-26-01,2022-08-02-01,61,Activity,Aligned,0.6015425637803838
2022-07-26-01,2022-08-02-01,61,Multimodal,Aligned,0.5611561939951047
2022-07-26-01,2023-01-05-01,49,Geometry,Aligned,0.8716970609652911
2022-07-26-01,2023-01-05-01,49,Activity,Aligned,0.4738445462891166
2022-07-26-01,2023-01-05-01,49,Multimodal,Aligned,0.694641093594201
2022-07-26-01,2023-01-05-18,54,Geometry,Aligned,0.9072006173179511
2022-07-26-01,2023-01-05-18,54,Activity,Aligned,0.4705300097335081
2022-07-26-01,2023-01-05-18,54,Multimodal,Aligned,0.677424575101975
2022-07-26-01,2023-01-06-01,49,Geometry,Aligned,0.8837324134446585
2022-07-26-01,2023-01-06-01,49,Activity,Aligned,0.4069256834457209
2022-07-26-01,2023-01-06-01,49,Multimodal,Aligned,0.6684994582428714
2022-07-26-01,2023-01-06-08,51,Geometry,Aligned,0.9478248476610437
2022-07-26-01,2023-01-06-08,51,Activity,Aligned,0.2751163914414316
2022-07-26-01,2023-01-06-08,51,Multimodal,Aligned,0.6220904082981378
2022-07-26-01,2023-01-09-08,34,Geometry,Aligned,0.7811244146026303
2022-07-26-01,2023-01-09-08,34,Activity,Aligned,0.56004345241291
2022-07-26-01,2023-01-09-08,34,Multimodal,Aligned,0.6714958937663441
2022-07-26-01,2023-01-09-15,54,Geometry,Aligned,0.919865531357064
2022-07-26-01,2023-01-09-15,54,Activity,Aligned,0.31400234608451283
2022-07-26-01,2023-01-09-15,54,Multimodal,Aligned,0.6404949618444894
2022-07-26-01,2023-01-09-22,59,Geometry,Aligned,0.9168116723559031
2022-07-26-01,2023-01-09-22,59,Activity,Aligned,0.4583879608216327
2022-07-26-01,2023-01-09-22,59,Multimodal,Aligned,0.6998085213651049
2022-07-26-01,2023-01-09-28,56,Geometry,Aligned,0.8310496232012835
2022-07-26-01,2023-01-09-28,56,Activity,Aligned,0.6629119074238148
2022-07-26-01,2023-01-09-28,56,Multimodal,Aligned,0.7436963995113363
2022-07-26-01,2023-01-13-07,44,Geometry,Aligned,0.9005948649611109
2022-07-26-01,2023-01-13-07,44,Activity,Aligned,0.37897238913473263
2022-07-26-01,2023-01-13-07,44,Multimodal,Aligned,0.6488235452585626
2022-07-26-01,2023-01-16-01,49,Geometry,Aligned,0.8754454639216287
2022-07-26-01,2023-01-16-01,49,Activity,Aligned,0.4687459209576859
2022-07-26-01,2023-01-16-01,49,Multimodal,Aligned,0.669943458655566
2022-07-26-01,2023-01-16-08,48,Geometry,Aligned,0.9281921517029692
2022-07-26-01,2023-01-16-08,48,Activity,Aligned,0.5245255470111375
2022-07-26-01,2023-01-16-08,48,Multimodal,Aligned,0.6983040203094122
2022-07-26-01,2023-01-16-15,54,Geometry,Aligned,0.9003853027920499
2022-07-26-01,2023-01-16-15,54,Activity,Aligned,0.47331551643285913
2022-07-26-01,2023-01-16-15,54,Multimodal,Aligned,0.6773389154599114
2022-07-26-01,2023-01-16-22,51,Geometry,Aligned,0.8836503719694788
2022-07-26-01,2023-01-16-22,51,Activity,Aligned,0.2964339791351693
2022-07-26-01,2023-01-16-22,51,Multimodal,Aligned,0.5674588809576321
2022-07-26-01,2023-01-19-08,53,Geometry,Aligned,0.9410498806726877
2022-07-26-01,2023-01-19-08,53,Activity,Aligned,0.30526798850597253
2022-07-26-01,2023-01-19-08,53,Multimodal,Aligned,0.5977016891624762
2022-07-26-01,2023-01-19-15,29,Geometry,Aligned,0.8645481301446949
2022-07-26-01,2023-01-19-15,29,Activity,Aligned,0.4311631768179063
2022-07-26-01,2023-01-19-15,29,Multimodal,Aligned,0.6000530627444043
2022-07-26-01,2023-01-19-22,55,Geometry,Aligned,0.9300649091568582
2022-07-26-01,2023-01-19-22,55,Activity,Aligned,0.38538630227400666
2022-07-26-01,2023-01-19-22,55,Multimodal,Aligned,0.6590408674183915
2022-07-26-01,2023-01-23-01,54,Geometry,Aligned,0.8637001246763202
2022-07-26-01,2023-01-23-01,54,Activity,Aligned,0.41196801127882404
2022-07-26-01,2023-01-23-01,54,Multimodal,Aligned,0.6418396728354138
2022-07-26-01,2023-01-23-08,52,Geometry,Aligned,0.9366606099030039
2022-07-26-01,2023-01-23-08,52,Activity,Aligned,0.4260844652373437
2022-07-26-01,2023-01-23-08,52,Multimodal,Aligned,0.6374671133245139
2022-07-26-01,2023-01-23-15,58,Geometry,Aligned,0.950661072392638
2022-07-26-01,2023-01-23-15,58,Activity,Aligned,0.5250123182041646
2022-07-26-01,2023-01-23-15,58,Multimodal,Aligned,0.7232906611377145
2022-07-26-01,2023-01-23-21,57,Geometry,Aligned,0.954883114804693
2022-07-26-01,2023-01-23-21,57,Activity,Aligned,0.5138920653735864
2022-07-26-01,2023-01-23-21,57,Multimodal,Aligned,0.7143696403865553
2022-07-26-01,2022-06-28-01,53,Geometry,Aligned,0.8982273310972454
2022-07-26-01,2022-06-28-01,53,Activity,Aligned,0.6852821639942385
2022-07-26-01,2022-06-28-01,53,Multimodal,Aligned,0.6500996483028233
2022-07-26-01,2022-06-28-07,52,Geometry,Aligned,0.8851322605574129
2022-07-26-01,2022-06-28-07,52,Activity,Aligned,0.5656334895458162
2022-07-26-01,2022-06-28-07,52,Multimodal,Aligned,0.7175473566143443
2022-07-26-01,2023-01-17-01,57,Geometry,Aligned,0.9285303154513737
2022-07-26-01,2023-01-17-01,57,Activity,Aligned,0.5097481990772535
2022-07-26-01,2023-01-17-01,57,Multimodal,Aligned,0.7323976989074379
2022-07-26-01,2023-01-17-07,50,Geometry,Aligned,0.9323314906392475
2022-07-26-01,2023-01-17-07,50,Activity,Aligned,0.43161033881792066
2022-07-26-01,2023-01-17-07,50,Multimodal,Aligned,0.7040681182525845
2022-07-26-01,2023-01-17-14,60,Geometry,Aligned,0.9024506056980779
2022-07-26-01,2023-01-17-14,60,Activity,Aligned,0.47821493618140676
2022-07-26-01,2023-01-17-14,60,Multimodal,Aligned,0.656361171210439
2022-07-26-01,2023-01-18-01,55,Geometry,Aligned,0.9352756477439874
2022-07-26-01,2023-01-18-01,55,Activity,Aligned,0.4590818469875626
2022-07-26-01,2023-01-18-01,55,Multimodal,Aligned,0.7009233570870309
2022-08-02-01,2023-01-05-01,72,Geometry,Aligned,0.9073346166214333
2022-08-02-01,2023-01-05-01,72,Activity,Aligned,0.5106617942131956
2022-08-02-01,2023-01-05-01,72,Multimodal,Aligned,0.49075386187983017
2022-08-02-01,2023-01-05-18,70,Geometry,Aligned,0.9358981581744571
2022-08-02-01,2023-01-05-18,70,Activity,Aligned,0.487840913600076
2022-08-02-01,2023-01-05-18,70,Multimodal,Aligned,0.5147906226485666
2022-08-02-01,2023-01-06-01,68,Geometry,Aligned,0.8924672077771603
2022-08-02-01,2023-01-06-01,68,Activity,Aligned,0.4628521931814149
2022-08-02-01,2023-01-06-01,68,Multimodal,Aligned,0.44327425320458363
2022-08-02-01,2023-01-06-08,72,Geometry,Aligned,0.20692838559292043
2022-08-02-01,2023-01-06-08,72,Activity,Aligned,0.2814065189366377
2022-08-02-01,2023-01-06-08,72,Multimodal,Aligned,0.3257442670898846
2022-08-02-01,2023-01-09-08,46,Geometry,Aligned,0.7078671694547591
2022-08-02-01,2023-01-09-08,46,Activity,Aligned,0.3994797803729716
2022-08-02-01,2023-01-09-08,46,Multimodal,Aligned,0.4065559738019693
2022-08-02-01,2023-01-09-15,83,Geometry,Aligned,0.9590592295401527
2022-08-02-01,2023-01-09-15,83,Activity,Aligned,0.3781865854671968
2022-08-02-01,2023-01-09-15,83,Multimodal,Aligned,0.4231171659839229
2022-08-02-01,2023-01-09-22,81,Geometry,Aligned,0.9247186086113643
