dataset,fold,animal_id,method,n_eval,n_correct,n_shared,n_correct_shared
Kato,4,20240904-16-51-21,NuCLR,23,0,5,0
Kato,4,20240904-16-51-21,StatAtlas,23,0,5,0
Kato,4,20240904-16-51-21,Vanilla FGW,23,0,5,0
Kato,4,20240904-16-51-21,fDNC,23,4,5,4
Kato,4,20240917-20-52-20,CPD,20,1,4,1
Kato,4,20240917-20-52-20,CRF_ID,20,0,4,0
Kato,4,20240917-20-52-20,FUGW (G+A; official),20,0,4,0
Kato,4,20240917-20-52-20,GeoTransformer,20,1,4,1
Kato,4,20240917-20-52-20,NGM-v2,20,1,4,1
Kato,4,20240917-20-52-20,NeurID (population atlas),20,14,4,4
Kato,4,20240917-20-52-20,NeurID (single medoid),20,4,4,4
Kato,4,20240917-20-52-20,NuCLR,20,1,4,1
Kato,4,20240917-20-52-20,StatAtlas,20,1,4,0
Kato,4,20240917-20-52-20,Vanilla FGW,20,0,4,0
Kato,4,20240917-20-52-20,fDNC,20,3,4,3
