candidate_identity,mode,n_common_anchors,query_identity,query_record,reference_record,similarity
IL2L,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.26178154666243547
URBR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.11357926195469918
OLLR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2004128842861483
IL1DL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2919354801742238
IL1DR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.04540200508509962
URYVR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.2795753496450968
IL2R,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.01200190559608784
URYDL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.31167484571858295
IL1L,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.462976648659993
URBL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.5055385538215132
OLQDR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.10837323062648821
OLQDL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.5006237450809108
RMER,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2602437493155169
OLQVR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.057215580469064956
URYVL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.07341767691777963
RMED,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.4634545588175843
RMEL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.4091414791782542
CEPVR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.11419804790723649
OLQVL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.3344297834588297
CEPVL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2234871074939945
SAAVR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.4940340237735297
RID,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.30940377610283915
SMDVR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2367334212128852
URXR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.17159269171407718
RIAR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2539892070651457
AVAR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.38765821468465433
SAAVL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.43212863870739465
CEPDR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.39175376205409096
URXL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2812625743706358
CEPDL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.49393885489076833
SMDDR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.3268345439609648
RMEV,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.401366529116818
RIAL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.07537277750457261
AVER,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.4047286732563375
AWAR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.427994387647046
SMDVL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.10397305190216576
AVAL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.369316211445506
RMDL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.20833514850463286
AIBR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.4056022830010648
ASGR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.38395263416600334
AVL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.4154119306069699
AVEL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.3979838274239868
ASGL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.4249535762269995
ASHL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.27559055773851054
AIBL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.3846451857640339
AVHL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.10791242144134074
AWBL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.05060529250249828
RIVL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.22448245435275974
AWCL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.09806002469626136
SMDDL,Activity,83,SMDDL,2022-08-02-01,2022-06-14-13,0.2850777790720268
AVJR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.12740507445769608
AIZL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.18480759601052668
RIBL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.48111470313807764
ASEL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.30334773456467196
AVDR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.0019809574542476115
AVDL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.10766833529100954
AVJL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.051306835312424894
RIVR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.2944572747207118
AIZR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.20239513783467972
AUAR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.14258667807997014
AUAL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.23084944893717385
RICR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.07392636315788118
RICL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.059340638627454985
M5,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.27233017946175625
AIML,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.27082996325145553
AIMR,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.27709821622493647
FLPL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.3057504395210655
ADEL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.24480181709128188
VB02,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,-0.38146962443327304
ADAL,Activity,82,SMDDL,2022-08-02-01,2022-06-14-13,0.12507573893903573
I1R,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.2744408281969544
IL2DL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.40718736882114975
I2R,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.15827236830499355
I3,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.45825804695776884
NSMR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.39437204798971953
I2L,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5707601608029759
MCL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.3712931101393672
NSML,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.41866992773212197
M4,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5027854950004491
M3R,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.08237822952859822
M3L,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.39652758719288356
IL2VL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.4289285895336
IL1R,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.10252185326658271
OLLL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.14904966771982503
IL2L,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.4404453631846108
URBR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.2846353096031187
OLLR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.22488157481714874
IL1DL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.15717328984697293
IL1DR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.1454848235468249
URYVR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5260040398546725
IL2R,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.3241645691810848
URYDL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5793095281322549
IL1L,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.33106219398219777
URBL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.29982195334147826
OLQDR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.3198164480489341
OLQDL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.16299851702372137
RMER,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5468668662961803
OLQVR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.3511367416284319
URYVL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.46617416278523016
RMED,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5879798062942084
RMEL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.3789895518307201
CEPVR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.26911756969283196
OLQVL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.11534518987835071
CEPVL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.031509985874493815
SAAVR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5287326813458965
RID,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5870820543370137
SMDVR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.045490704116168
URXR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.496385587212356
RIAR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.10681525321740114
AVAR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.6154555863717895
SAAVL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.4115714532048095
CEPDR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.05384815383522395
URXL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.43004582869161284
CEPDL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.4327166810292673
SMDDR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.32338640226548293
RMEV,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.6450096530657712
RIAL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.4642606986473726
AVER,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5981134670183834
AWAR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5661427032621191
SMDVL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.3489225162656158
AVAL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.6145299428147295
RMDL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5172801557761589
AIBR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.6391914420932506
ASGR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5407746599096968
AVL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.6234287711866929
AVEL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.6278379243916132
ASGL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5895113618385144
ASHL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5670405810813798
AIBL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.6392890042741539
AVHL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.43961601934397865
AWBL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.5102037123535695
RIVL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.3495467121747622
AWCL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.42025799810760156
SMDDL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.037892715005281075
AVJR,Activity,83,AVJR,2022-08-02-01,2022-06-14-13,-0.3335720697526836
AIZL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.48310714662204446
RIBL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5156465347350705
ASEL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.6118567992969502
AVDR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.3552982588230378
AVDL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.44830091733859134
AVJL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.11107417799711286
RIVR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.26744708733321804
AIZR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.3955507538077862
AUAR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.04840983242684881
AUAL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5652426426014738
RICR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.4999482529237288
RICL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.49739867672211513
M5,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.2589925756288722
AIML,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5180158677330798
AIMR,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.4432115883777566
FLPL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5920351508369638
ADEL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5215352061457649
VB02,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,-0.5645466017361221
ADAL,Activity,82,AVJR,2022-08-02-01,2022-06-14-13,0.47771560791820394
I1R,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.721247576746418
IL2DL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.7573904396295764
I2R,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.0526901376284037
I3,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.7039950719468161
NSMR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.7456027203431357
I2L,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6729303439813838
MCL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.739076587812106
NSML,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.7414840096262737
M4,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6315658272802699
M3R,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.28687449242507057
M3L,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.738607672918652
IL2VL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.7779877439833849
IL1R,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.22621728712924186
OLLL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.24146579778792648
IL2L,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6675844900432206
URBR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.440926014613954
OLLR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.3279473146340579
IL1DL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.34624563351394405
IL1DR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.4650468363515035
URYVR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5955518777192848
IL2R,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.4215301137936753
URYDL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5950723339367419
IL1L,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.28818507614770356
URBL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.15807939806822316
OLQDR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.4326552923553151
OLQDL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.07163737775032748
RMER,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.356144837797712
OLQVR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.4184050206943787
URYVL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.6448857811020609
RMED,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.4035708258875138
RMEL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.4203041692023736
CEPVR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.28957903993465695
OLQVL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.30655092237927856
CEPVL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.03948190708294462
SAAVR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.10612327609047167
RID,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.5390639794231927
SMDVR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.03523522468441498
URXR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6507164019338796
RIAR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.39224100474397794
AVAR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5423129901514008
SAAVL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.06518542754812713
CEPDR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.031174541921639463
URXL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.5400899377915866
CEPDL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.3572109707451106
SMDDR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.3655008965335133
RMEV,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.5582463812655037
RIAL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6281054798052987
AVER,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.45953804106384516
AWAR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5518377291611306
SMDVL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.44591697637719263
AVAL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5544410170096332
RMDL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5847713152356023
AIBR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.46391084964644247
ASGR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.41466309040523175
AVL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.4797734999286538
AVEL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5026090023644495
ASGL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.3770994352666555
ASHL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.6739487007551926
AIBL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.49761939228071683
AVHL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6884393314868509
AWBL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.6038093984939183
RIVL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.39186562631778044
AWCL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.4686590839044882
SMDDL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.03421073046811257
AVJR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.4558067018058289
AIZL,Activity,83,AIZL,2022-08-02-01,2022-06-14-13,-0.6552146973785633
RIBL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.2528589744628762
ASEL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6788297823931676
AVDR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.6940365776951163
AVDL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.7558626672390744
AVJL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5631319050343203
RIVR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.29798979505401396
AIZR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.5173637582474958
AUAR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.1990222052598381
AUAL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.5147974023614104
RICR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.7060698952314115
RICL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.528889463187359
M5,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.022755119746584316
AIML,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.2183260955144534
AIMR,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.16836214646002587
FLPL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.5995666226181169
ADEL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.5423830570504209
VB02,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,-0.43775015275416673
ADAL,Activity,82,AIZL,2022-08-02-01,2022-06-14-13,0.7611640587739505
I1R,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.11496134317159404
IL2DL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.29887611970588246
I2R,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.05086440315281039
I3,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.3590530076410005
NSMR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.26687261151072744
I2L,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.49900807448747436
MCL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.2189940357349736
NSML,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.3168963975254345
M4,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.4603042202034415
M3R,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.12822822383565488
M3L,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.30367320148258414
IL2VL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.35001006618871217
IL1R,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.1687219276939919
OLLL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.09731048934630784
IL2L,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.4765046124798569
URBR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.07815691267560128
OLLR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.008095718354909272
IL1DL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.1287480272735589
IL1DR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.03038905247764618
URYVR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.575747037414829
IL2R,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.17603870330171537
URYDL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.6304164964730186
IL1L,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.5774725663557673
URBL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.5725782523121666
OLQDR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.11307876221887828
OLQDL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.48803158730801205
RMER,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.6256172603437594
OLQVR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.16414212699250155
URYVL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.3813165169717151
RMED,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.7805186021139596
RMEL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.5586339262060418
CEPVR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.07598037079608752
OLQVL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.181467114687492
CEPVL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.19598223989821337
SAAVR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7275909779356626
RID,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.6512218062295497
SMDVR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.2231076251846374
URXR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.4665520419142246
RIAR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.23245976752786948
AVAR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7363186666520593
SAAVL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.5997787014509671
CEPDR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.3338503858081045
URXL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.46455672245692575
CEPDL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.6462218228522323
SMDDR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.0189612990555285
RMEV,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.7375638447783492
RIAL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.3685990218308797
AVER,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7405874040750248
AWAR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.6748730711573204
SMDVL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.12904845099971238
AVAL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7191148010104536
RMDL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.493001424187893
AIBR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7672334544154918
ASGR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7015058310283159
AVL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7655131911950678
AVEL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7487292313189441
ASGL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7603359854209996
ASHL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.5929760316375079
AIBL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.7476423474171031
AVHL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.35510157829310757
AWBL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.32518843773416384
RIVL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.09217133397135342
AWCL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.19004458641366395
SMDDL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.14081138167867788
AVJR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.3625095067235685
AIZL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.4500768085227183
RIBL,Activity,83,RIBL,2022-08-02-01,2022-06-14-13,0.7661542666720026
ASEL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.6514893829171026
AVDR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.20566814619828108
AVDL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.38192335271819733
AVJL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.04470729185710564
RIVR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.007923487856996083
AIZR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,-0.37226308496383687
AUAR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.1279599280682372
AUAL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.5430701211491639
RICR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.39977319868009076
RICL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.42630147217349773
M5,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.33717643037509704
AIML,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.6140504195522574
AIMR,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.498273231230893
FLPL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.5832028710064199
ADEL,Activity,82,RIBL,2022-08-02-01,2022-06-14-13,0.502128618582462
